{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-08T21:16:28Z', 'requestId': '1', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'OK', 'responseTime': 44, 'statusCode': 200}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 1434, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 1470, 'statusCode': 500}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 759, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.1, 'memory': 0.5529999999999999}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-08T21:20:22Z', 'requestId': '79', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'OK', 'responseTime': 66, 'statusCode': 200}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 1184, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'OK', 'responseTime': 48, 'statusCode': 200}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 999, 'statusCode': 503}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.214, 'memory': 0.5539999999999999}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-08T21:20:25Z', 'requestId': '80', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 940, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 570, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 743, 'statusCode': 503}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 969, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.13, 'memory': 0.552}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-08T21:20:28Z', 'requestId': '81', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1324, 'statusCode': 503}, {'endpoint': '/api/v1/routing', 'status': 'OK', 'responseTime': 47, 'statusCode': 200}, {'endpoint': '/api/v1/forwarding', 'status': 'OK', 'responseTime': 55, 'statusCode': 200}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 1335, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.195, 'memory': 0.551}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-08T21:20:31Z', 'requestId': '82', 'serviceName': 'calls/health', 'status': 'DEGRADED', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'OK', 'responseTime': 55, 'statusCode': 200}, {'endpoint': '/api/v1/routing', 'status': 'OK', 'responseTime': 39, 'statusCode': 200}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 1493, 'statusCode': 500}, {'endpoint': '/api/v1/notifications', 'status': 'OK', 'responseTime': 33, 'statusCode': 200}], 'message': 'Systems operational with minor issues', 'metrics': {'cpu': 0.265, 'memory': 0.557}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-08T21:20:34Z', 'requestId': '83', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'OK', 'responseTime': 83, 'statusCode': 200}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 850, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 1180, 'statusCode': 503}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 1140, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.253, 'memory': 0.552}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-08T21:20:37Z', 'requestId': '84', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'OK', 'responseTime': 79, 'statusCode': 200}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 516, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 1396, 'statusCode': 500}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 1266, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.141, 'memory': 0.5539999999999999}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-08T21:20:40Z', 'requestId': '85', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'OK', 'responseTime': 73, 'statusCode': 200}, {'endpoint': '/api/v1/routing', 'status': 'OK', 'responseTime': 89, 'statusCode': 200}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 949, 'statusCode': 503}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 1431, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.22699999999999998, 'memory': 0.5529999999999999}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-08T21:20:43Z', 'requestId': '86', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 911, 'statusCode': 503}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 1440, 'statusCode': 500}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 902, 'statusCode': 500}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 1425, 'statusCode': 503}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.145, 'memory': 0.551}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-08T21:20:46Z', 'requestId': '87', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'OK', 'responseTime': 55, 'statusCode': 200}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 662, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 664, 'statusCode': 500}, {'endpoint': '/api/v1/notifications', 'status': 'OK', 'responseTime': 77, 'statusCode': 200}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.191, 'memory': 0.5489999999999999}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-08T21:20:49Z', 'requestId': '88', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1050, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'OK', 'responseTime': 65, 'statusCode': 200}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 865, 'statusCode': 500}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 1319, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.218, 'memory': 0.55}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-08T21:20:52Z', 'requestId': '89', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1345, 'statusCode': 503}, {'endpoint': '/api/v1/routing', 'status': 'OK', 'responseTime': 94, 'statusCode': 200}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 987, 'statusCode': 500}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 1478, 'statusCode': 503}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.223, 'memory': 0.5529999999999999}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-08T21:20:55Z', 'requestId': '90', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'OK', 'responseTime': 47, 'statusCode': 200}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 1097, 'statusCode': 500}, {'endpoint': '/api/v1/forwarding', 'status': 'OK', 'responseTime': 42, 'statusCode': 200}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 1329, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.285, 'memory': 0.552}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-08T21:20:58Z', 'requestId': '91', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1310, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 769, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'OK', 'responseTime': 64, 'statusCode': 200}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 660, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.23600000000000002, 'memory': 0.5529999999999999}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-08T21:21:01Z', 'requestId': '92', 'serviceName': 'calls/health', 'status': 'DEGRADED', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'OK', 'responseTime': 50, 'statusCode': 200}, {'endpoint': '/api/v1/routing', 'status': 'OK', 'responseTime': 55, 'statusCode': 200}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 1459, 'statusCode': 503}, {'endpoint': '/api/v1/notifications', 'status': 'OK', 'responseTime': 53, 'statusCode': 200}], 'message': 'Systems operational with minor issues', 'metrics': {'cpu': 0.201, 'memory': 0.551}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-08T21:21:04Z', 'requestId': '93', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'OK', 'responseTime': 93, 'statusCode': 200}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 1339, 'statusCode': 500}, {'endpoint': '/api/v1/forwarding', 'status': 'OK', 'responseTime': 51, 'statusCode': 200}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 675, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.12300000000000001, 'memory': 0.55}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-08T21:21:07Z', 'requestId': '94', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'OK', 'responseTime': 39, 'statusCode': 200}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 518, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 1137, 'statusCode': 500}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 1392, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.146, 'memory': 0.5529999999999999}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-08T21:21:10Z', 'requestId': '95', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'OK', 'responseTime': 98, 'statusCode': 200}, {'endpoint': '/api/v1/routing', 'status': 'OK', 'responseTime': 94, 'statusCode': 200}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 909, 'statusCode': 500}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 1349, 'statusCode': 503}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.192, 'memory': 0.552}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-08T21:21:13Z', 'requestId': '96', 'serviceName': 'calls/health', 'status': 'DEGRADED', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'OK', 'responseTime': 34, 'statusCode': 200}, {'endpoint': '/api/v1/routing', 'status': 'OK', 'responseTime': 77, 'statusCode': 200}, {'endpoint': '/api/v1/forwarding', 'status': 'OK', 'responseTime': 77, 'statusCode': 200}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 521, 'statusCode': 500}], 'message': 'Systems operational with minor issues', 'metrics': {'cpu': 0.21, 'memory': 0.552}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-08T21:21:16Z', 'requestId': '97', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1469, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 736, 'statusCode': 500}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 894, 'statusCode': 500}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 1183, 'statusCode': 503}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.179, 'memory': 0.55}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-08T21:21:19Z', 'requestId': '98', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 913, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 1147, 'statusCode': 500}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 626, 'statusCode': 503}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 968, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.193, 'memory': 0.5529999999999999}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-08T21:21:22Z', 'requestId': '99', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1494, 'statusCode': 503}, {'endpoint': '/api/v1/routing', 'status': 'OK', 'responseTime': 63, 'statusCode': 200}, {'endpoint': '/api/v1/forwarding', 'status': 'OK', 'responseTime': 99, 'statusCode': 200}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 720, 'statusCode': 503}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.172, 'memory': 0.552}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-08T21:21:25Z', 'requestId': '100', 'serviceName': 'calls/health', 'status': 'DEGRADED', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'OK', 'responseTime': 92, 'statusCode': 200}, {'endpoint': '/api/v1/routing', 'status': 'OK', 'responseTime': 70, 'statusCode': 200}, {'endpoint': '/api/v1/forwarding', 'status': 'OK', 'responseTime': 67, 'statusCode': 200}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 564, 'statusCode': 503}], 'message': 'Systems operational with minor issues', 'metrics': {'cpu': 0.21600000000000003, 'memory': 0.55}}
