{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:30:04Z', 'requestId': '1', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'OK', 'responseTime': 39, 'statusCode': 200}, {'endpoint': '/api/v1/routing', 'status': 'OK', 'responseTime': 66, 'statusCode': 200}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 1424, 'statusCode': 500}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 1129, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.21, 'memory': 0.478}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:32:40Z', 'requestId': '79', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 576, 'statusCode': 503}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 524, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 1037, 'statusCode': 500}, {'endpoint': '/api/v1/notifications', 'status': 'OK', 'responseTime': 85, 'statusCode': 200}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.18, 'memory': 0.483}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:32:42Z', 'requestId': '80', 'serviceName': 'calls/health', 'status': 'DEGRADED', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1275, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'OK', 'responseTime': 51, 'statusCode': 200}, {'endpoint': '/api/v1/forwarding', 'status': 'OK', 'responseTime': 98, 'statusCode': 200}, {'endpoint': '/api/v1/notifications', 'status': 'OK', 'responseTime': 90, 'statusCode': 200}], 'message': 'Systems operational with minor issues', 'metrics': {'cpu': 0.14300000000000002, 'memory': 0.483}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:32:44Z', 'requestId': '81', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'OK', 'responseTime': 58, 'statusCode': 200}, {'endpoint': '/api/v1/routing', 'status': 'OK', 'responseTime': 86, 'statusCode': 200}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 964, 'statusCode': 503}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 923, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.139, 'memory': 0.48}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:32:46Z', 'requestId': '82', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1450, 'statusCode': 503}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 698, 'statusCode': 500}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 532, 'statusCode': 503}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 1364, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.18, 'memory': 0.48}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:32:48Z', 'requestId': '83', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 886, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 1065, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'OK', 'responseTime': 37, 'statusCode': 200}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 743, 'statusCode': 503}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.23600000000000002, 'memory': 0.484}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:32:50Z', 'requestId': '84', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1500, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 506, 'statusCode': 500}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 1437, 'statusCode': 503}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 1488, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.22399999999999998, 'memory': 0.48200000000000004}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:32:52Z', 'requestId': '85', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 909, 'statusCode': 503}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 1326, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'OK', 'responseTime': 78, 'statusCode': 200}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 1143, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.11, 'memory': 0.483}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:32:54Z', 'requestId': '86', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 532, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'OK', 'responseTime': 43, 'statusCode': 200}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 818, 'statusCode': 500}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 516, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.16699999999999998, 'memory': 0.48100000000000004}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:32:56Z', 'requestId': '87', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1459, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 1003, 'statusCode': 500}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 1298, 'statusCode': 500}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 1467, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.212, 'memory': 0.48200000000000004}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:32:58Z', 'requestId': '88', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1011, 'statusCode': 503}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 1263, 'statusCode': 500}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 685, 'statusCode': 500}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 691, 'statusCode': 503}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.149, 'memory': 0.48200000000000004}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:33:00Z', 'requestId': '89', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1116, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 1418, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 1121, 'statusCode': 503}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 733, 'statusCode': 503}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.11599999999999999, 'memory': 0.48200000000000004}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:33:02Z', 'requestId': '90', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1423, 'statusCode': 503}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 950, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'OK', 'responseTime': 78, 'statusCode': 200}, {'endpoint': '/api/v1/notifications', 'status': 'OK', 'responseTime': 57, 'statusCode': 200}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.133, 'memory': 0.48100000000000004}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:33:04Z', 'requestId': '91', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 949, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'OK', 'responseTime': 32, 'statusCode': 200}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 1402, 'statusCode': 500}, {'endpoint': '/api/v1/notifications', 'status': 'OK', 'responseTime': 49, 'statusCode': 200}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.113, 'memory': 0.48200000000000004}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:33:06Z', 'requestId': '92', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'OK', 'responseTime': 40, 'statusCode': 200}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 865, 'statusCode': 500}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 1107, 'statusCode': 500}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 1108, 'statusCode': 503}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.145, 'memory': 0.483}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:33:08Z', 'requestId': '93', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 652, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 1230, 'statusCode': 500}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 1492, 'statusCode': 503}, {'endpoint': '/api/v1/notifications', 'status': 'OK', 'responseTime': 69, 'statusCode': 200}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.111, 'memory': 0.483}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:33:10Z', 'requestId': '94', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1133, 'statusCode': 503}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 974, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'OK', 'responseTime': 48, 'statusCode': 200}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 1265, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.10800000000000001, 'memory': 0.48100000000000004}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:33:12Z', 'requestId': '95', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 700, 'statusCode': 503}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 566, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 1301, 'statusCode': 500}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 1288, 'statusCode': 500}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.154, 'memory': 0.483}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:33:14Z', 'requestId': '96', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1224, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'OK', 'responseTime': 75, 'statusCode': 200}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 686, 'statusCode': 503}, {'endpoint': '/api/v1/notifications', 'status': 'OK', 'responseTime': 51, 'statusCode': 200}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.121, 'memory': 0.483}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:33:16Z', 'requestId': '97', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1479, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 624, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 994, 'statusCode': 503}, {'endpoint': '/api/v1/notifications', 'status': 'OK', 'responseTime': 87, 'statusCode': 200}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.159, 'memory': 0.483}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:33:18Z', 'requestId': '98', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1040, 'statusCode': 503}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 979, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'OK', 'responseTime': 71, 'statusCode': 200}, {'endpoint': '/api/v1/notifications', 'status': 'ERROR', 'responseTime': 518, 'statusCode': 503}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.11599999999999999, 'memory': 0.48100000000000004}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:33:20Z', 'requestId': '99', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1061, 'statusCode': 500}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 1463, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'ERROR', 'responseTime': 875, 'statusCode': 500}, {'endpoint': '/api/v1/notifications', 'status': 'OK', 'responseTime': 82, 'statusCode': 200}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.139, 'memory': 0.48200000000000004}}
{'type': 'HEALTH_CHECK_RESPONSE', 'timestamp': '2024-09-07T11:33:22Z', 'requestId': '100', 'serviceName': 'calls/health', 'status': 'UNHEALTHY', 'version': '0.1.15', 'checkResults': [{'endpoint': '/api/v1/calls', 'status': 'ERROR', 'responseTime': 1266, 'statusCode': 503}, {'endpoint': '/api/v1/routing', 'status': 'ERROR', 'responseTime': 1401, 'statusCode': 503}, {'endpoint': '/api/v1/forwarding', 'status': 'OK', 'responseTime': 65, 'statusCode': 200}, {'endpoint': '/api/v1/notifications', 'status': 'OK', 'responseTime': 52, 'statusCode': 200}], 'message': 'Critical issues detected', 'metrics': {'cpu': 0.098, 'memory': 0.48200000000000004}}
